Número provisional DEA;Tipo de establecimiento;Titularidad del local;Uso del local;Titularidad;Propuesta de denominación;Tipo de vía;Nombre de la vía;Número de la vía;Complemento de dirección;Código postal;Distrito;Coordenadas-Latitud (norte);Coordenadas-Longitud (oeste, por lo tanto, negativa)
9855;Centro educativo;Pública;Público;COLEGIO PARQUE EUGENIA DE MONTIJO;COLEGIO PARQUE EUGENIA DE MONTIJO;Calle;Parque Eugenia de Montijo ;28A;;28047;10. Latina;40,378476;-3,752308
2404;Centro de trabajo (no administración pública);Privada;Privado;BANCO SABADELL;Edificio C Recepción Banco Sabadell;Calle;Calle de Isabel de Colbrand;22;Edificio C Sabadell;28050;8. Fuencarral-El Pardo;40,5096713;-3,6803706
2405;Centro de trabajo (no administración pública);Privada;Público;CONMPLEJO CASTELLANA NORTE;Edificio A Huawei;Calle;Calle de Isabel Colbrand ;22;Edificio A;28050;8. Fuencarral-El Pardo;40,5102785;-3,6793745
2994;Hotel, hostal, alojamiento;Pública;Público;Hotel II Castilla;Hotel II Castilla;Calle;Abada;7;;28013;1. Centro;40,4192014;-3,7041689
2406;Centro de trabajo (no administración pública);Privada;Público;COMPLEJO CASTELLANA NORTE;Complejo Castellana Norte Edificio B;Calle;Isabel Colbrand ;22;Edificio B;28050;8. Fuencarral-El Pardo;40,509996;-3,6796585
2412;Centro deportivo;Privada;Público;Crossfit Las Tablas;Crossfit Las Tablas;Calle;Isabel Colbrand;22;;28050;8. Fuencarral-El Pardo;40,5128436;-3,6728165
7745;Hotel, hostal, alojamiento;Pública;Público;Hotel Inhala;Hotel Inhala;Calle;San Bernardo ;1;;28013;1. Centro;40,4206694;-3,7084165
4584;Transportes-Metro;Pública;Público;Metro Santo Domingo ;Metro Santo Domingo;Plaza;Plaza Santo Domingo;6;;28013;1. Centro;40,4204736;-3,7085224
2410;Centro de trabajo (no administración pública);Privada;Público;BBVA;Edificio BBVA recepción ;Calle;Isabel Colbrand;4;;28050;8. Fuencarral-El Pardo;40,514531;-3,671633
2773;Hotel, hostal, alojamiento;Pública;Público;Hotel Indigo;Hotel Indigo;Calle;De Silva ;9;;28013;1. Centro;40,4207682;-3,7073765
676;Centro educativo;Privada;Público;ESCUELA INFANTIL SAN VICENTE DE PAUL;EI SAN VICENTE DE PAUL;Plaza;San Vicente de Paúl ;1;;28025;11. Carabanchel;40,38502825;-3,726036011
571;Centro educativo;Privada;Privado;Solo figura pegatina revisión no se observa nombre empresa ;Casa de Velázquez ;Calle;Paul Guibard;3;;28040;9. Moncloa;40,4412911;-3,730107603
7510;Transportes-Metro;Pública;Público;Metro de Madrid;Metro Ronda de la Comunicación Vestíbulo Ascensor 2;Ronda;De la Comunicación ;0;;28050;8. Fuencarral-El Pardo;40,5158237;-3,6627985
1069;Centro educativo;Privada;Privado;No figura ;Colegio mayor san Agustín ;Travesía;Antonio Nebrija;4;Colegio Mayor universitario san Agustín ;28040;9. Moncloa;40,43860371;-3,726246532
6357;Centro educativo;Pública;Público;Comunidad de Madrid;Colegio Santa Rafaela Maria;Calle;Santa Rafaela Maria del Sagrado Corazon;112;;28053;13. Puente de Vallecas;40,37874;-3,67341
357;Hotel, hostal, alojamiento;Pública;Público;Aloft Hotels;Aloft Hotels;Calle;Jacometrezo;4;;28013;1. Centro;40,4202753;-3,7071324
810;Centro deportivo;Pública;Público;INSTALACIONES DEPORTIVAS SAN VICENTE PAUL;INSTALACIONES DEPORTIVAS SAN VICENTE PAUL;Calle;del pelícano ;4;Entrada por C/ de Elvas 23;28025;11. Carabanchel;40,38377;-3,72561
10033;Centro educativo;Pública;Público;Comunidad de Madrid;CEIP Manuel Núñez de Arenas;Calle;Martos;120;;28053;13. Puente de Vallecas;40,37536;-3,66175
1250;Centro educativo;Privada;Privado;Solo tiene pegatina caducidad ;Facultad derecho y cc políticas ;Calle;Obispo trejo;2;;28040;9. Moncloa;40,43559372;-3,733535881
356;Hotel, hostal, alojamiento;Pública;Público;Aloft Hotels;Aloft Hotels planta 3 gimnasio ;Calle;Jacometrezo;4;;28013;1. Centro;40,420286;-3,7071451
6099;Centro comercial;Privada;Público;HIPERCOR - EL CORTE INGLÉS ;HIPERCOR - EL CORTE INGLÉS ;Avenida;Plaza de Toros ;1;Planta Baja;28025;11. Carabanchel;40,38618356;-3,737829101
2727;Centro educativo;Privada;Privado;Uned ;Biblioteca Central UNED;Calle;Senda del Rey;5;;28040;9. Moncloa;40,43600791;-3,73499059
3094;Centro educativo;Privada;Privado;Escuela técnica edificación politécnica Madrid ;Escuela técnica edificación ;Avenida;Juan de Herrera ;6;;28040;9. Moncloa;40,43907331;-3,731781491
3095;Otro;Privada;Privado;No figura ;Museo del traje ;Avenida;Juan de herrera;2;;28040;9. Moncloa;40,43907331;-3,731781491
3746;Otro establecimiento administración pública;Pública;Público;Ministerio ;Instituto Patrimonio Cultural España ;Calle;Pintor el greco ;4;;28040;9. Moncloa;40,40116175;-3,734881643
282;Transportes-Metro;Pública;Público;Metro ópera ;Metro ópera ;Plaza;Plaza Isabel II;S/n;;28013;1. Centro;40,4182871;-3,7093207
4142;Centro educativo;Pública;Público;Facultad fitotecnia ;Edificio Fitotecnia Campo Practicas ETSIAB Politécnica ;Calle;Senda del Rey;17;Mejor acceso m30 km 22 Señal CP Agrónomos y puerta derecha ;28040;9. Moncloa;40,43899501;-3,73701577
4143;Centro educativo;Privada;Privado;Uned ;Humanidades UNED;Paseo;Senda del Rey;7;;28040;9. Moncloa;40,43633093;-3,735194543
6100;Centro deportivo;Privada;Público;VIVAGYM;VIVAGYM;Avenida;Plaza de Toros;0;;28025;11. Carabanchel;40,38611818;-3,739964139
4730;Otro;Privada;Privado;Asociación hidalgos de España ;Hidalgos de España ;Avenida;Seneca ;18;;28040;9. Moncloa;40,4346167;-3,734173716
6164;Centro educativo;Pública;Público;ÍES VISTA ALEGRE ;ÍES VISTA ALEGRE;Calle;General Ricardos ;177;Planta Baja ;28025;11. Carabanchel;40,381536;-3,735955
4631;Otro;Privada;Privado;Se desconoce no se accede ;No se accede ;Avenida;Seneca ;4;;28040;9. Moncloa;40,43674267;-3,725636984
4632;Otro;Privada;Privado;Residencia universitaria ;Residencia universitaria Miguel Antonio Caro;Avenida;Seneca;6;;28040;9. Moncloa;40,43632347;-3,726398851
2168;Hotel, hostal, alojamiento;Pública;Público;Hotel Liabeny;Hotel Liabeny ;Calle;Salud ;3;;28013;1. Centro;40,4186897;-3,7039861
4756;Centro educativo;Privada;Privado;Facultad ;Centro INEF ;Calle;Martín Fierro;7;;28040;9. Moncloa;40,43811267;-3,732678957
6072;Otro establecimiento administración pública;Pública;Público;Ministerio ;Instituto investigación tecnológica y alimentaria ;Avenida;Padre Huidobro ;8a;;28040;9. Moncloa;40,45504567;-3,75014053
6171;Centro residencial de uso público;Pública;Público;CENTRO OCUPACIONAL CARABANCHEL;CENTRO OCUPACIONAL CARABANCHEL;Calle;General Ricardos ;177;;28025;11. Carabanchel;40,3796759;-3,7353586
6169;Centro residencial de uso público;Pública;Público;GRAN RESIDENCIA ;GRAN RESIDENCIA ;Calle;General Ricardos ;177;;28025;11. Carabanchel;40,382576;-3,7345623
6170;Centro residencial de uso público;Pública;Público;RESIDENCIA DE MAYORES VISTA ALEGRE;Residencia Vista Alegre;Calle;General Ricardos;177;;28025;11. Carabanchel;40,3833853;-3,7348369
6172;Otro establecimiento administración pública;Pública;Público;Garita Seguridad Control Puerta Real;Garita Seguridad Control Puerta Real;Calle;General Ricardos ;179;Frente al número 202;28025;11. Carabanchel;40,38538914;-3,736628769
6165;Centro educativo;Privada;Público;COLEGIO LA MILAGROSA;COLEGIO LA MILAGROSA;Calle;General Ricardos ;256;;28025;11. Carabanchel;40,3825104;-3,74372756
9976;Centro educativo;Pública;Público;C.E.I.P. ISAAC PERAL;C.E.I.P. ISAAC PERAL;Glorieta;Rufino Novalvos ;5;;28025;11. Carabanchel;40,38629534;-3,73083296
9830;Centro educativo;Pública;Público;C.E.I.P. ARCIPRESTE DE HITA;C.E.I.P. ARCIPRESTE DE HITA;Calle;Antonio Moreno ;25;;28025;11. Carabanchel;40,38482475;-3,725444757
9854;Centro educativo;Pública;Público;Colegio Julián Besteiro ;Colegio Julián Besteiro ;Avenida;Abrantes;79;;28025;11. Carabanchel;40,38041374;-3,727765341
7843;Transportes-Metro;Pública;Público;METRO DE MADRID;METRO ABRANTES;Avenida;Abrantes ;79;;28025;11. Carabanchel;40,38057315;-3,72820294
9894;Centro educativo;Pública;Público;Gonzalo de Berceo 1;Gonzalo de Berceo 1;Avenida;Abrantes;5;;28025;11. Carabanchel;40,38472031;-3,721979916
9895;Centro educativo;Pública;Público;Gonzalo de Berceo 2;Gonzalo de Berceo 2;Calle;Portalegre;79;;28025;11. Carabanchel;40,3847386;-3,7234027
9826;Centro educativo;Pública;Público;CP SAN IGNACIO DE LOYOLA;CP SAN IGNACIO DE LOYOLA;Avenida;Abrantes ;1;;28025;11. Carabanchel;40,38416424;-3,723022511
3527;Centro deportivo;Pública;Público;Real Federación Fútbol de Madrid;RFFM Ernesto Catorruelo;Calle;Vía Lusitana ;5;;28025;11. Carabanchel;40,38109531;-3,723955719
3522;Centro deportivo;Pública;Público;Real Federación Fútbol Madrid;RFFM Ernesto Cotorruelo Botiquín ;Calle;Vía Lusitana ;5;;28025;11. Carabanchel;40,38109531;-3,723955719
2700;Otro establecimiento administración pública;Pública;Público;Información de Vivienda Pública ;Información de Vivienda Pública ;Calle;de Braganza ;3;;28025;11. Carabanchel;40,38460886;-3,721071562
3240;Otro;Privada;Público;Cruz Roja ;Cruz Roja ;Calle;Los mineros ;17;;28025;11. Carabanchel;40,38277518;-3,72772507
3814;Centro educativo;Privada;Público;COLEGIO CONCERTADO VEDRUNA;COLEGIO VEDRUNA CARABANCHEL;Calle;de El Espinar ;41;;28025;11. Carabanchel;40,3842529;-3,7430177
3813;Centro educativo;Privada;Público;POLIDEPORTIVO COLEGIO VEDRUNA CARABANCHEL;Polideportivo Colegio VEDRUNA Carabanchel ;Calle;de El Espinar ;41;El acceso al colegio es por la Calle El Espinar donde está registrado DEA 3814, pero este DEA 3813 tiene acceso directo por una puerta con horario limitado y esa puerta está en la calle de francolin 26 (enfrente) de color negro tipo garaje, accedes directamente al polideportivo del colegio y al DEA;28025;11. Carabanchel;40,3845279;-3,7424715
3175;Centro educativo;Privada;Público;Escuela Infantil San Roque;EI SAN ROQUE;Calle;del abolengo ;10;;28025;11. Carabanchel;40,38910584;-3,736565887
5924;Transportes-Metro;Pública;Público;METRO DE MADRID;METRO VISTA ALEGRE;Calle;de la Oca ;69;;28025;11. Carabanchel;40,3887273;-3,7398506
9994;Centro educativo;Pública;Público;Centro integrado de música y enseñanza secundaria Federico Moreno Torroba ;Centro Federico Moreno Torroba ;Calle;General Ricardos ;177;;28025;11. Carabanchel;40,38518798;-3,736393612
9995;Centro educativo;Pública;Público;Conservatorio Superior de Danza María de Ávila ;Conservatorio Superior de Danza María de Ávila ;Calle;General Ricardos ;177;;28025;11. Carabanchel;40,38518798;-3,736393612
212;Otro;Privada;Privado;SKYDANCE ANIMATION MADRID SL;SKYDANCE ANIMATION MADRID;Calle;GENERAL LACY;23;;28045;2. Arganzuela;40,40134595;-3,690363552
474;Otro establecimiento administración pública;Pública;Público;Ayuntamiento Madrid;Centro Dotacional Arganzuela;Calle;Palos de la Frontera;40;;28045;2. Arganzuela;40,40292847;-3,695388152
1228;Centro de trabajo (no administración pública);Privada;Privado;Local Impulsa Proyectos Inmobiliarios;Impulsa Proyectos Inmobiliarios;Calle;Tarragona ;22;;28045;2. Arganzuela;40,4013967;-3,6959303
1766;Otro establecimiento administración pública;Pública;Público;Comunidad de Madrid;Metrónomo Salas de Ensayo;Calle;Áncora;43;;28045;2. Arganzuela;40,4030414;-3,6901195
2428;Viviendas;Privada;Privado;Comunidad de Propietarios;Comunidad Vecinos Bustamante 18;Calle;Bustamante;18;;28045;2. Arganzuela;40,400338;-3,687675
;Otro;Privada;Público;Gasolinera BP;BP Mayorazgo;Calle;Mayorazgo;18;Gasolinera;28031;18. Villa de Vallecas;40,3702545;-3,6332295
4377;Otro establecimiento administración pública;Privada;Público;AMAVIR;Residencia Amavir;Calle;Mallorazgo ;14;Planta baja;28031;18. Villa de Vallecas;40,3705209;-3,6338501
2429;Otro establecimiento administración pública;Pública;Público;Ayuntamiento de Madrid;Economía y Hacienda Ayto. Madrid;Calle;Bustamante;16;;28045;2. Arganzuela;40,4004967;-3,6882938
289;Otro establecimiento administración pública;Pública;Público;Estatal y Regional;Archivo General;Calle;González Dávila;20;Planta 4 derecha, local 44;28031;18. Villa de Vallecas;40,3749659;-3,6385664
3549;Centro de trabajo (no administración pública);Privada;Privado;AMAZON WEB SERVICES EMEA SARL;AMAZON WEB;Calle;Ramírez de Prado ;5;;28045;2. Arganzuela;40,3995656;-3,688772
994;Centro educativo;Pública;Público;Colegio la salle;Colegio La salle Sagrado Corazon;Avenida;Avenida del cardenal Herrera Horia ;242;Edificio A;28035;8. Fuencarral-El Pardo;40,48294614;-3,717544979
270;Centro de trabajo (no administración pública);Privada;Privado;Fundación Nacional de Reumatología;Planta 1A;Calle;Marques del Duero;5;;28001;1. Centro;40,420541;-3,6913255
271;Otro establecimiento administración pública;Pública;Público;Casa América;Casa América;Calle;Marques de Duero;2;;28001;1. Centro;40,4202717;-3,6916063
6772;Otro;Privada;Público;Grupo SIFU;SIFU Servicios;Calle;Luis I;7;Planta 1. Oficinas;28031;18. Villa de Vallecas;40,3766759;-3,643883
995;Centro educativo;Pública;Público;Colegio la salle;Colegio la salle sagrados corazones ;Avenida;Avenida del cardenal Herrera Oria ;242;Edificio J;28035;8. Fuencarral-El Pardo;40,48294614;-3,717544979
806;Centro comercial;Privada;Privado;Prensa Ibérica;Prensa Ibérica;Calle;Pedro Muñoz Seca;4;;28001;1. Centro;40,4203169;-3,6906277
3763;Centro comercial;Privada;Privado;BBVA;BBVA;Paseo;Recoletos;10;;28001;1. Centro;40,421466;-3,691061
6774;Otro;Privada;Privado;Grupo COBRA;COBRA;Calle;Luis I;35;Planta 2;28031;18. Villa de Vallecas;40,3757069;-3,6443496
5248;Centro de trabajo (no administración pública);Privada;Privado;INPACSA;Spaces Atocha ;Calle;Méndez Álvaro;20;;28045;2. Arganzuela;40,4041871;-3,6899532
7810;Hotel, hostal, alojamiento;Privada;Privado;Hospes Puerta de Alcalá;Hotel Puerta de Alcala;Plaza;Independencia;3;;28001;1. Centro;40,4206749;-3,6890351
7811;Centro comercial;Privada;Privado;Mapfre;Edificio de Mapfre;Plaza;Independencia;6;;28001;1. Centro;40,4205019;-3,6879003
5254;Otro establecimiento administración pública;Pública;Público;Comunidad de Madrid;Oficina de empleo;Calle;Méndez Álvaro;7;;28045;2. Arganzuela;40,4015131;-3,6864236
6039;Centro educativo;Pública;Público;Escuela infantil san victor;Escuela infantil san victor;Plaza;Pico Salvaguardia ;0;;28035;8. Fuencarral-El Pardo;40,48175848;-3,720198752
738;Viviendas;Privada;Privado;Inmueble de viviendas ;Sirio 14, Planta baja;Calle;Sirio;14;;28007;3. Retiro;40,41256914;-3,663016303
9351;Centro educativo;Pública;Público;Colegio Bravo Murillo;Colegio Bravo Murillo;Calle;Islas Cíes ;11;;28035;8. Fuencarral-El Pardo;40,48083497;-3,718041618
5534;Otro;Privada;Privado;FCC AQUALIA S.A.;Aqualia;Camino;Hormigueras;131;Planta baja;28031;18. Villa de Vallecas;40,3744047;-3,6442802
5991;Otro establecimiento administración pública;Pública;Público;Agencia Española Proteccion de Datos;ADPD;Calle;Jorge Juan;6;;28001;1. Centro;40,4238002;-3,6873291
5792;Transportes-Metro;Pública;Público;Metro Madrid;Metro Avenida de la ilustración ;Calle;Islas Cíes ;23;;28035;8. Fuencarral-El Pardo;40,48011232;-3,718352465
2747;Otro establecimiento administración pública;Pública;Privado;Museo Arqueologico;Museo Arqueologico;Calle;Serrano;1;;28001;1. Centro;40,4234939;-3,6889607
2431;Centro educativo;Privada;Público;Privada ;Colegio Montserrat;Calle;Esplandiu ;2;;28007;3. Retiro;40,41588517;-3,664463271
5530;Otro;Privada;Privado;Game Stores Iberia SLU;GAME STORES;Camino;Hormigueras;124;Planta semisótano, interior garaje;28031;18. Villa de Vallecas;40,3742934;-3,6442721
5934;Restaurante o similar;Privada;Privado;Centro de especialidad de empleo ;Edificio Santiago Compostela ;Calle;Santiago de compostela;94;;28035;8. Fuencarral-El Pardo;40,4780245;-3,719439191
868;Otro;Pública;Público;Fernan Gomez- Centro cultural;Centro Cultural Fernan Gomez;Plaza;Colon;4;;28001;1. Centro;40,4249516;-3,6898599
5645;Hotel, hostal, alojamiento;Privada;Privado;Hotel Gran Meliá;Hotel Gran Meliá;Calle;Hermosilla;2;;28001;1. Centro;40,4263206;-3,689356
5335;Otro;Pública;Privado;Canal Isabel II;Hispanagua;Camino;Hormigueras;130;Planta baja;28031;18. Villa de Vallecas;40,3745736;-3,6432016
5938;Otro establecimiento administración pública;Pública;Público;Audiencia Provincial ;Audiencia provincial ;Calle;Santiago Compostela ;96;Planta B;28035;8. Fuencarral-El Pardo;40,47790401;-3,719980596
294;Centro comercial;Privada;Privado;Realia;Realia;Calle;Goya;6;;28001;1. Centro;40,4250835;-3,6869669
9186;Centro educativo;Pública;Público;IES Beatriz Galindo;IES Beatriz Galindo;Calle;Goya;10;;28001;1. Centro;40,4249727;-3,686002
5931;Centro de trabajo (no administración pública);Privada;Privado;Acerinox SA;Acerinox;Calle;Santiago Compostela ;100;;28035;8. Fuencarral-El Pardo;40,47766788;-3,720284811
6502;Otro establecimiento administración pública;Pública;Público;Delegacion Ministerio Politica Territorial;Delegacion Ministerio Politica Territorial;Calle;Claudio Coello;31;;28001;1. Centro;40,424343;-3,687036
2432;Centro de trabajo (no administración pública);Privada;Público;Merlin;Merlin, edificio de empresas;Calle;Juan Esplandiu;11;;28007;3. Retiro;40,41588517;-3,664463271
5986;Hotel, hostal, alojamiento;Privada;Privado;Hotel Wipton;Hotel Wipton;Calle;Jorge Juan;17;;28001;1. Centro;40,4239823;-3,6853422
6581;Otro;Privada;Privado;Trane Aire Acondicionado;Parque Empresarial Pérez Iglesias;Calle;Casas de Miravete;22;22B, planta 2.;28031;18. Villa de Vallecas;40,3738093;-3,6423956
3164;Centro deportivo;Pública;Público;Ayuntamiento de Madrid (Go fit) ;Go fit peñagrande ;Avenida;Monforte de Lemos ;184;;28035;8. Fuencarral-El Pardo;40,47679139;-3,717809778
3163;Centro deportivo;Pública;Público;Ayuntamiento Madrid (Go Fit);Go Fit peñagrande ;Avenida;Monforte de lemos ;184;Sala Fitnes (planta de arriba);28035;8. Fuencarral-El Pardo;40,47679139;-3,717809778
2435;Centro de trabajo (no administración pública);Privada;Público;MERLIN;Merlin edificio de empresas;Calle;Juan Esplandiu;13;;28007;3. Retiro;40,41953038;-3,6634972
6005;Hotel, hostal, alojamiento;Privada;Privado;Hotel Wellington;Hotel Wellington;Calle;Velazquez;8;;28001;1. Centro;40,4222242;-3,6842195
2437;Centro de trabajo (no administración pública);Privada;Público;Privada;Edificio Magalar, empresa Nagar;Calle;Juan Esplandiú;15;;28007;3. Retiro;40,41953038;-3,6634972
10501;Transportes-Metro;Pública;Público;Metro Retiro;Metro Retiro;Calle;Lagasca;4;;28001;1. Centro;40,4210579;-3,6857247
324;Otro establecimiento administración pública;Pública;Público;Ayuntamiento de Madrid ;Centro mayores peñagrande ;Calle;Isla de ons ;28;;28035;8. Fuencarral-El Pardo;40,47987932;-3,722491074
870;Centro de trabajo (no administración pública);Privada;Privado;Mutua Madrileña;Torres de Colon;Plaza;Colon;2;;28001;1. Centro;40,42571;-3,6908899
6582;Hotel, hostal, alojamiento;Privada;Público;Ibis Hotels;IBIS BUDGET;Calle;Casas de Miravete;17;Recepción, planta baja.;28031;18. Villa de Vallecas;40,3721153;-3,6404969
2747;Centro de trabajo (no administración pública);Privada;Privado;Generali;Edificio Generali;Calle;Serrano;1;;28001;1. Centro;40,4208179;-3,6888977
2413;Otro establecimiento administración pública;Pública;Público;Ayuntamiento de Madrid ;Centro día peñagrande ;Calle;Isla Malaita ;13;;28035;8. Fuencarral-El Pardo;40,47443745;-3,72112327
3439;Centro de trabajo (no administración pública);Privada;Público;Privada ;Hermanas Hospitalarias Provincia de España;Calle;Vaquerias;7;;28007;3. Retiro;40,41855098;-3,667742788
9742;Centro educativo;Pública;Público;I.E.S. Isaac Newton ;I.E.S. Isaac Newton ;Calle;Isla malaita ;2;;28035;8. Fuencarral-El Pardo;40,47303549;-3,722016624
1032;Centro de trabajo (no administración pública);Privada;Público;Privada;Proyectos y Rehabilitaciones Kalam, SA;Calle;Antonio Casero ;6;;28007;3. Retiro;40,42019538;-3,668478089
5374;Otro;Privada;Privado;Residencia los nogales ;Centro residencia los nogales puerta de hierro I;Calle;César Manrique ;7;;28035;8. Fuencarral-El Pardo;40,47321617;-3,721935981
557;Centro deportivo;Pública;Público;Ayuntamiento de Madrid ;Centro deportivo la cabrera ;Calle;La cabrera ;0;;28035;8. Fuencarral-El Pardo;40,47178465;-3,718900728
3844;Otro;Privada;Público;CEPSA;Cepsa Atalayuela;Carretera;Villaverde a Vallecas;248;Gasolinera;28031;18. Villa de Vallecas;40,3699562;-3,644596
3846;Otro;Privada;Público;SEUR;SEUR;Carretera;Villaverde a Vallecas;257;Planta baja;28031;18. Villa de Vallecas;40,370396;-3,6445202
1076;Viviendas;Privada;Privado;Comunidad de propietarios Candido Mateos 4;Comunidad de propietarios Candido Mateos 4;Calle;Candido mateos ;4;;28035;8. Fuencarral-El Pardo;40,47129366;-3,718175907
3845;Otro;Privada;Público;SEUR;SEUR vehículos;Carretera;Villaverde a Vallecas;257;Parking cubierto ;28031;18. Villa de Vallecas;40,3704267;-3,644537
7660;Otro establecimiento administración pública;Pública;Público;Ayuntamiento de madrid;Centro servicios sociales san Vicente de Paul ;Calle;Buitrago del lozoya ;22;;28035;8. Fuencarral-El Pardo;40,47248415;-3,71651346
5561;Centro de trabajo (no administración pública);Privada;Público;Telefónica;Central de Telefónica;Calle;Batalla del Salado;5;;28045;2. Arganzuela;40,403924;-3,695693
5562;Hotel, hostal, alojamiento;Privada;Público;Hotel Marriot;Hotel Marriot;Calle;Delicias;42;;28045;2. Arganzuela;40,4037766;-3,6900136
5242;Centro deportivo;Pública;Público;Viva Gym ;Viva Gym;Camino;Ganapanes ;27;;28035;8. Fuencarral-El Pardo;40,47411898;-3,715834816
5240;Transportes-Metro;Pública;Público;Ayuntamiento metro ;Estación peñagrande ;Camino;Ganapanes ;33;;28035;8. Fuencarral-El Pardo;40,47606325;-3,716103209
6773;Centro de trabajo (no administración pública);Privada;Privado;SEUR NOW;SEUR;Calle;Luis I;62;Planta 3;28031;18. Villa de Vallecas;40,3751342;-3,648225
5536;Otro;Privada;Privado;Canal Isabel II;Hispanagua;Camino;Hormigueras;111;Planta Baja;28031;18. Villa de Vallecas;40,373792;-3,6467619
1190;Centro de trabajo (no administración pública);Privada;Público;SEUR;SEUR;Calle;Gamonal;2;Bajo;28031;18. Villa de Vallecas;40,3712829;-3,6466801
;Centro educativo;Pública;Público;CENTRO EDUCATIVO MADRID SUR;CEIP MADRID SUR;Calle;Puerto Barbarán;133;;28018;13. Puente de Vallecas;40,3765577;-3,6554891
1189;Centro de trabajo (no administración pública);Privada;Público;SEUR;SEUR;Calle;Gamonal;6;Bajo;28031;18. Villa de Vallecas;40,3718425;-3,6460477
1582;Otro establecimiento administración pública;Pública;Público;Publica;RTVE TORRESPAÑA;Calle;Alcalde Sainz de Baranda ;92;;28007;3. Retiro;40,42086838;-3,662685207
;Centro educativo;Privada;Privado;Colegio María Inmaculada.;Colegio María Inmaculada;Calle;Violetera;8;;28018;13. Puente de Vallecas;40,3799817;-3,6564262
1584;Otro establecimiento administración pública;Pública;Público;Publica;RTVE TORRESPAÑA;Calle;Alcalde Sainz de Baranda ;92;;28007;3. Retiro;40,42086838;-3,662685207
;Centro educativo;Privada;Privado;GSD;COLEGIO GREDOS SAN DIEGO VALLECAS;Calle;Avenida de palomeras bajas;16;;28018;13. Puente de Vallecas;40,3800085;-3,6608894
6192;Viviendas;Privada;Privado;Alto Madrid;Urbanización Alto Madrid;Calle;Omega;40-46;;28032;19. Vicálvaro;40,4002521;-3,6026774
;Centro educativo;Pública;Público;COMUNIDAD DE MADRID;Escuela educación infantil ZALEO;Calle;Fuente de piedra;10;;28018;13. Puente de Vallecas;40,3825642;-3,6405559
;Centro educativo;Privada;Privado;COLEGIO PRIVADO;COLEGIO SANTA MARÍA DE LOS PINOS;Calle;Angelillo;9;;28018;13. Puente de Vallecas;40,3816269;-3,6448475
5995;Centro educativo;Pública;Público;Comunidad de Madrid;Colegio Carmen Laforet;Calle;Calle Omega;60;;28032;19. Vicálvaro;40,400034;-3,600192
;Centro educativo;Pública;Público;COMUNIDAD DE MADRID;COLEGIO ASTURIAS ;Calle;Asturianos;2;;28018;13. Puente de Vallecas;40,3830222;-3,642461
7593;Viviendas;Privada;Privado;Comunidad de Vecinos;Comunidad de Vecinos Minerva 35;Calle;Minerva;35 - 41;Acceso por Calle Titanio;28032;19. Vicálvaro;40,4015124;-3,6003667
;Centro educativo;Pública;Privado;Comunidad de Madrid;Colegio Winton Churchill;Avenida;Gran Vía del Este;S/n;;28032;19. Vicálvaro;40,4022013;-3,5964041
;Centro educativo;Pública;Público;COMUNIDAD DE MADRID;C.E.I.P. TOLOSA LATOUR;Calle;ASTURIANOS;2;;28018;13. Puente de Vallecas;40,3821214;-3,64201
6253;Otro;Privada;Público;Fundación Juan XXIII;Fundación Juan XXIII;Avenida;Gran Vía del Este;1;;28032;19. Vicálvaro;40,403161;-3,595462
;Centro educativo;Pública;Público;COMUNIDAD DE MADRID;UNIDAD DE FORMACIÓN INSERCCION LABORAL “TIERRUCA” ;Calle;Tierruca;13;;28018;13. Puente de Vallecas;40,3848589;-3,649484
;Centro educativo;Pública;Público;COMUNIDAD DE MADRID;Colegio público CARLOS SAINZ DE LOS TERREROS;Calle;Cártama ;1;;28018;13. Puente de Vallecas;40,3847823;-3,6391099
2173;Transportes-Metro;Pública;Público;Metro de Madrid;Metro Puerta de Arganda;Calle;San Cipriano;85;;28032;19. Vicálvaro;40,4013232;-3,5960289
2172;Transportes-Renfe;Pública;Público;Renfe;Estación de Renfe Vicálvaro;Calle;San Cipriano;85;;28032;19. Vicálvaro;40,4014006;-3,596109
8909;Viviendas;Privada;Privado;Comunidad de vecinos Calle Caliza 2;Comunidad de Vecinos Valderrivas II;Calle;Caliza;2;;28032;19. Vicálvaro;40,3983104;-3,6052695
;Viviendas;Privada;Privado;Comunidad de vecinos Campo de la Torre;Comunidad de vecinos Valderrivas II;Calle;Campo de la Torre;9;;28037;19. Vicálvaro;40,3974432;-3,6062109
;Centro educativo;Pública;Público;COMUNIDAD DE MADRID;COLEGIO PÚBLICO PALOMERAS BAJAS;Calle;Felipe de Diego;6;;28018;13. Puente de Vallecas;40,3792382;-3,6608053
4276;Viviendas;Privada;Privado;Comunidad de vecinos Molino Viejo 14;Comunidad de Vecinos Molino Viejo 14;Calle;Molino Viejo;14;;28032;19. Vicálvaro;40,3965708;-3,6072372
;Viviendas;Privada;Privado;Comunidad de Vecinos Calle Minerva 70;Comunidad de Vecinos Minerva 70;Calle;Minerva;70;;28032;19. Vicálvaro;40,394899;-3,6079255
9019;Viviendas;Privada;Privado;Comunidad de Vecinos Minerva 65;Comunidad de Vecinos La Vaguada de O'donnel;Calle;Minerva;65;;28032;19. Vicálvaro;40,3995462;-3,6024126
5569;Centro de trabajo (no administración pública);Privada;Público;Edificio Oficinas;Oficinas;Paseo;DE LAS DELICIAS;20;AL LADO BBVA;28045;2. Arganzuela;40,4058293;-3,693721
